#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NPS	CALCA	1858560	1851388	9606.ENSP00000381105	9606.ENSP00000331746	0	0	0	0	0	0	0.900	0.715	0.970
CAV1	BSG	1852186	1851624	9606.ENSP00000339191	9606.ENSP00000333769	0	0	0	0	0	0.360	0.900	0.576	0.970
STAT1	TRADD	1854113	1852436	9606.ENSP00000354394	9606.ENSP00000341268	0	0	0	0	0	0.324	0.900	0.603	0.970
AXIN2	GSK3A	1848431	1842910	9606.ENSP00000302625	9606.ENSP00000222330	0	0	0	0	0.055	0.357	0.900	0.577	0.970
FEN1	MCM4	1848737	1845065	9606.ENSP00000305480	9606.ENSP00000262105	0	0	0	0	0.932	0.065	0	0.568	0.970
CAV1	TP53	1852186	1846083	9606.ENSP00000339191	9606.ENSP00000269305	0	0	0	0	0.052	0	0.900	0.717	0.970
HIF1A	PKM	1852062	1850212	9606.ENSP00000338018	9606.ENSP00000320171	0	0	0	0	0	0.360	0.900	0.575	0.970
MYC	BAX	1856789	1847402	9606.ENSP00000367207	9606.ENSP00000293288	0	0	0	0	0	0	0.900	0.714	0.970
NCOR2	EP300	1858893	1845316	9606.ENSP00000384018	9606.ENSP00000263253	0	0	0	0	0.130	0.368	0.900	0.524	0.970
CTNNB1	SMAD4	1852818	1852473	9606.ENSP00000344456	9606.ENSP00000341551	0	0	0	0	0.073	0.324	0.900	0.583	0.970
TGFBR1	SMURF2	1856216	1845144	9606.ENSP00000364133	9606.ENSP00000262435	0	0	0	0	0.053	0.508	0.900	0.449	0.970
DVL1	FZD7	1856946	1846999	9606.ENSP00000368169	9606.ENSP00000286201	0	0	0	0	0.055	0.183	0.900	0.661	0.970
SMAD9	TGFBR1	1857104	1856216	9606.ENSP00000369154	9606.ENSP00000364133	0	0	0	0	0.073	0.173	0.900	0.660	0.970
SLC2A4	PPARG	1850296	1847090	9606.ENSP00000320935	9606.ENSP00000287820	0	0	0	0	0	0	0.900	0.719	0.970
MAPK8	FOXO3	1853988	1852227	9606.ENSP00000353483	9606.ENSP00000339527	0	0	0	0	0.051	0	0.800	0.859	0.970
RAD51C	BRIP1	1851908	1844657	9606.ENSP00000336701	9606.ENSP00000259008	0.050	0	0	0	0.157	0.045	0.900	0.676	0.970
BCL2	MAPK3	1851168	1845265	9606.ENSP00000329623	9606.ENSP00000263025	0	0	0	0	0.044	0.360	0.800	0.786	0.970
JAK2	PIK3CG	1857411	1853801	9606.ENSP00000371067	9606.ENSP00000352121	0	0	0	0	0.212	0.110	0.800	0.816	0.970
BCL2	BAD	1851168	1849142	9606.ENSP00000329623	9606.ENSP00000309103	0	0	0	0	0	0.540	0.900	0.409	0.970
GRB2	IGF1R	1852164	1845984	9606.ENSP00000339007	9606.ENSP00000268035	0	0	0	0	0.053	0.174	0.900	0.669	0.970
SRC	NFKB1	1853652	1843094	9606.ENSP00000350941	9606.ENSP00000226574	0.048	0	0	0	0.054	0.170	0.900	0.661	0.970
MYC	PMAIP1	1856789	1850799	9606.ENSP00000367207	9606.ENSP00000326119	0	0	0	0	0	0	0.900	0.715	0.970
IGFBP3	KLK3	1857331	1849687	9606.ENSP00000370473	9606.ENSP00000314151	0	0	0	0	0	0.360	0.900	0.577	0.970
NOG	BMPR1B	1851004	1845568	9606.ENSP00000328181	9606.ENSP00000264568	0	0	0	0	0.053	0	0.900	0.716	0.970
TP53	CCND1	1846083	1843117	9606.ENSP00000269305	9606.ENSP00000227507	0	0	0	0	0	0.360	0	0.955	0.970
STAT5A	SOCS3	1852428	1851244	9606.ENSP00000341208	9606.ENSP00000330341	0	0	0	0	0.048	0.138	0.900	0.683	0.970
NCOA2	KAT2B	1860191	1845408	9606.ENSP00000399968	9606.ENSP00000263754	0	0	0	0	0.168	0.121	0.900	0.644	0.970
IKBKG	TAB2	1855067	1847005	9606.ENSP00000358622	9606.ENSP00000286332	0	0	0	0	0	0.360	0.900	0.570	0.970
PLG	APOH	1849130	1842433	9606.ENSP00000308938	9606.ENSP00000205948	0	0	0	0	0.275	0.400	0.900	0.408	0.970
IL8	CCR5	1848852	1847342	9606.ENSP00000306512	9606.ENSP00000292303	0	0	0	0	0.065	0	0.900	0.708	0.970
SHC1	HRAS	1860266	1849235	9606.ENSP00000401303	9606.ENSP00000309845	0	0	0	0	0.055	0	0.900	0.714	0.970
RFC5	EXO1	1860712	1849472	9606.ENSP00000408295	9606.ENSP00000311873	0	0	0	0	0.483	0.191	0.900	0.373	0.970
GCG	CALCA	1859292	1851388	9606.ENSP00000387662	9606.ENSP00000331746	0	0	0	0	0.055	0	0.900	0.706	0.969
LDLR	APOA1	1862854	1843442	9606.ENSP00000454071	9606.ENSP00000236850	0	0	0	0	0	0	0.900	0.711	0.969
RFC3	EXO1	1857148	1849472	9606.ENSP00000369411	9606.ENSP00000311873	0	0	0	0	0.488	0.191	0.900	0.347	0.969
JAK3	SOCS1	1859586	1851146	9606.ENSP00000391676	9606.ENSP00000329418	0	0	0	0	0.053	0.419	0.900	0.513	0.969
POLE	FEN1	1850463	1848737	9606.ENSP00000322570	9606.ENSP00000305480	0	0	0	0	0.314	0.182	0.900	0.519	0.969
IGF1R	CDH1	1845984	1844988	9606.ENSP00000268035	9606.ENSP00000261769	0	0	0	0	0	0.046	0.900	0.703	0.969
STAT5B	CCND1	1847405	1843117	9606.ENSP00000293328	9606.ENSP00000227507	0	0	0	0	0.053	0.062	0.900	0.698	0.969
SOCS1	STAT5B	1851146	1847405	9606.ENSP00000329418	9606.ENSP00000293328	0	0	0	0	0.048	0.138	0.900	0.667	0.969
CTTN	PTK2	1856519	1852426	9606.ENSP00000365745	9606.ENSP00000341189	0	0	0	0	0.087	0.360	0.900	0.538	0.969
VWF	F9	1844904	1842692	9606.ENSP00000261405	9606.ENSP00000218099	0	0	0	0	0	0	0.900	0.707	0.969
SERPINE1	TIMP1	1842959	1842705	9606.ENSP00000223095	9606.ENSP00000218388	0	0	0	0	0.074	0	0.900	0.699	0.969
TGFBR2	SMAD7	1853779	1845078	9606.ENSP00000351905	9606.ENSP00000262158	0	0	0	0	0.057	0.381	0.900	0.541	0.969
RRM1	MCM5	1848209	1842548	9606.ENSP00000300738	9606.ENSP00000216122	0	0	0	0	0.956	0.117	0	0.254	0.969
TAC1	TRH	1850311	1848532	9606.ENSP00000321106	9606.ENSP00000303452	0	0	0	0	0	0	0.900	0.706	0.969
CTNNB1	KDR	1852818	1845437	9606.ENSP00000344456	9606.ENSP00000263923	0	0	0	0	0	0.446	0.900	0.488	0.969
AKT1S1	EIF4EBP1	1852495	1852358	9606.ENSP00000341698	9606.ENSP00000340691	0	0	0	0	0.054	0	0.900	0.699	0.969
FGFR1	SOS1	1859710	1858968	9606.ENSP00000393312	9606.ENSP00000384675	0	0	0	0	0.084	0.646	0.900	0.174	0.969
MTOR	EGF	1854147	1845705	9606.ENSP00000354558	9606.ENSP00000265171	0	0	0	0	0	0	0.900	0.708	0.969
JAK1	IL6	1852670	1844631	9606.ENSP00000343204	9606.ENSP00000258743	0	0	0	0	0.053	0	0.900	0.701	0.969
NPS	MC4R	1858560	1848101	9606.ENSP00000381105	9606.ENSP00000299766	0	0	0	0	0.054	0	0.900	0.707	0.969
POLH	RAD51C	1855646	1851908	9606.ENSP00000361310	9606.ENSP00000336701	0.173	0	0	0	0.066	0.488	0.900	0.347	0.969
SOCS1	TCEB2	1851146	1845114	9606.ENSP00000329418	9606.ENSP00000262306	0	0	0	0	0	0.503	0.900	0.442	0.969
TGFBR1	CAV1	1856216	1852186	9606.ENSP00000364133	9606.ENSP00000339191	0	0	0	0	0	0.378	0.900	0.541	0.969
NOTCH1	CDKN1A	1846535	1843736	9606.ENSP00000277541	9606.ENSP00000244741	0	0	0	0	0	0	0.900	0.710	0.969
MYC	CREBBP	1856789	1845124	9606.ENSP00000367207	9606.ENSP00000262367	0	0	0	0	0	0.368	0.900	0.548	0.969
POLH	REV3L	1855646	1853756	9606.ENSP00000361310	9606.ENSP00000351697	0	0	0	0	0.100	0.766	0	0.868	0.969
TGFBR2	TGFBR3	1853779	1842474	9606.ENSP00000351905	9606.ENSP00000212355	0	0	0	0	0.088	0.407	0.900	0.505	0.969
TH	FOS	1857346	1848822	9606.ENSP00000370571	9606.ENSP00000306245	0	0	0	0	0	0	0.900	0.709	0.969
GADD45A	MAPK8	1855383	1853988	9606.ENSP00000360025	9606.ENSP00000353483	0	0	0	0	0	0	0.900	0.707	0.969
GNB2L1	HIF1A	1861691	1852062	9606.ENSP00000426909	9606.ENSP00000338018	0	0	0	0	0	0.360	0.900	0.563	0.969
FN1	HGF	1853098	1842916	9606.ENSP00000346839	9606.ENSP00000222390	0	0	0	0	0.054	0.521	0.900	0.402	0.969
ATM	CDK4	1846577	1844551	9606.ENSP00000278616	9606.ENSP00000257904	0	0	0	0	0.053	0.051	0.900	0.698	0.969
GATA3	NOTCH1	1857010	1846535	9606.ENSP00000368632	9606.ENSP00000277541	0	0	0	0	0.055	0.051	0.900	0.702	0.969
AKT1	GSK3A	1846136	1842910	9606.ENSP00000270202	9606.ENSP00000222330	0	0	0	0.634	0.067	0.603	0.900	0.690	0.969
ERBB2	ESR1	1846101	1842435	9606.ENSP00000269571	9606.ENSP00000206249	0	0	0	0	0	0.341	0	0.955	0.969
SMAD3	ACVR2A	1851536	1843596	9606.ENSP00000332973	9606.ENSP00000241416	0	0	0	0	0.097	0.075	0.900	0.673	0.969
LPL	PPARA	1849220	1845205	9606.ENSP00000309757	9606.ENSP00000262735	0	0	0	0	0	0	0.900	0.706	0.969
H2AFX	CCNB1	1856252	1844435	9606.ENSP00000364310	9606.ENSP00000256442	0	0	0	0	0.275	0.106	0.900	0.577	0.969
TLE3	HDAC1	1862820	1855935	9606.ENSP00000452871	9606.ENSP00000362649	0	0	0	0	0.074	0.571	0.900	0.317	0.969
IL1B	MAPK14	1845335	1843222	9606.ENSP00000263341	9606.ENSP00000229794	0	0	0	0	0	0	0.900	0.703	0.969
STAT5A	SOCS1	1852428	1851146	9606.ENSP00000341208	9606.ENSP00000329418	0	0	0	0	0.048	0.138	0.900	0.667	0.969
ANAPC11	CCNB1	1853521	1844435	9606.ENSP00000349957	9606.ENSP00000256442	0	0	0	0	0.053	0.337	0.900	0.565	0.969
IGF2	EGF	1859600	1845705	9606.ENSP00000391826	9606.ENSP00000265171	0	0	0	0	0	0	0.900	0.706	0.969
FN1	PLG	1853098	1849130	9606.ENSP00000346839	9606.ENSP00000308938	0	0	0	0	0.055	0.285	0.900	0.596	0.969
RELA	IL6	1858923	1844631	9606.ENSP00000384273	9606.ENSP00000258743	0	0	0	0	0.053	0	0.900	0.708	0.969
PLG	EGF	1849130	1845705	9606.ENSP00000308938	9606.ENSP00000265171	0	0	0	0	0	0	0.900	0.711	0.969
ALB	TGFB1	1847637	1842869	9606.ENSP00000295897	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0.708	0.969
BCAR1	PTPN11	1859585	1852389	9606.ENSP00000391669	9606.ENSP00000340944	0	0	0	0	0	0.396	0.900	0.529	0.969
BMPR2	SMAD7	1856145	1845078	9606.ENSP00000363708	9606.ENSP00000262158	0	0	0	0	0.058	0.393	0.900	0.527	0.969
HDAC9	NOTCH1	1860731	1846535	9606.ENSP00000408617	9606.ENSP00000277541	0	0	0	0	0.053	0.118	0.900	0.673	0.969
CSNK1A1	TP53	1861538	1846083	9606.ENSP00000421689	9606.ENSP00000269305	0	0	0	0	0.052	0.360	0.900	0.552	0.969
ITGB3	VWF	1845040	1844904	9606.ENSP00000262017	9606.ENSP00000261405	0	0	0	0	0	0	0.900	0.705	0.969
PLG	TIMP1	1849130	1842705	9606.ENSP00000308938	9606.ENSP00000218388	0	0	0	0	0	0	0.900	0.712	0.969
CXCR2	CCL5	1850165	1847396	9606.ENSP00000319635	9606.ENSP00000293272	0	0	0	0	0	0	0.900	0.710	0.969
BIRC3	TNFRSF1A	1845359	1842286	9606.ENSP00000263464	9606.ENSP00000162749	0	0	0	0	0	0.360	0.900	0.557	0.969
MED1	ESR1	1848202	1842435	9606.ENSP00000300651	9606.ENSP00000206249	0	0	0	0	0.052	0.432	0.900	0.504	0.969
RAF1	MAPK1	1844086	1842512	9606.ENSP00000251849	9606.ENSP00000215832	0	0	0	0.639	0.129	0.504	0.900	0.943	0.969
STAT5A	EGFR	1852428	1846445	9606.ENSP00000341208	9606.ENSP00000275493	0	0	0	0	0.052	0.349	0.800	0.782	0.969
STAT1	CREBBP	1854113	1845124	9606.ENSP00000354394	9606.ENSP00000262367	0	0	0	0	0.059	0.410	0.900	0.519	0.969
STAT3	IL2	1845584	1843096	9606.ENSP00000264657	9606.ENSP00000226730	0	0	0	0	0	0	0.900	0.710	0.969
KAT2B	SMAD2	1845408	1845079	9606.ENSP00000263754	9606.ENSP00000262160	0	0	0	0	0.112	0.392	0.900	0.506	0.969
PTPN11	HRAS	1852389	1849235	9606.ENSP00000340944	9606.ENSP00000309845	0	0	0	0	0.091	0.296	0.900	0.576	0.969
PRLR	PTPN11	1857467	1852389	9606.ENSP00000371432	9606.ENSP00000340944	0	0	0	0	0	0.360	0.900	0.560	0.969
EPAS1	SIRT1	1845404	1842473	9606.ENSP00000263734	9606.ENSP00000212015	0	0	0	0	0	0.360	0.900	0.561	0.969
CDC42	EGF	1849707	1845705	9606.ENSP00000314458	9606.ENSP00000265171	0	0	0	0	0	0	0.900	0.703	0.969
IGF1	CDH1	1848439	1844988	9606.ENSP00000302665	9606.ENSP00000261769	0	0	0	0	0	0	0.900	0.707	0.969
ETS1	MAPK3	1858032	1845265	9606.ENSP00000376436	9606.ENSP00000263025	0	0	0	0	0	0.462	0.900	0.469	0.969
TGFBR1	SMURF1	1856216	1854172	9606.ENSP00000364133	9606.ENSP00000354621	0	0	0	0	0.053	0.484	0.900	0.451	0.969
NOS3	PAPSS1	1847875	1845706	9606.ENSP00000297494	9606.ENSP00000265174	0.339	0	0	0	0.848	0	0.435	0.513	0.968
CDH5	CTNNA1	1852772	1848658	9606.ENSP00000344115	9606.ENSP00000304669	0	0	0	0	0	0.629	0.900	0.211	0.968
FZD5	CTNNB1	1854166	1852818	9606.ENSP00000354607	9606.ENSP00000344456	0	0	0	0	0.055	0.144	0.900	0.658	0.968
GATA3	MAPK14	1857010	1843222	9606.ENSP00000368632	9606.ENSP00000229794	0	0	0	0	0.054	0.376	0.900	0.527	0.968
XRCC6	MSH2	1853821	1843341	9606.ENSP00000352257	9606.ENSP00000233146	0	0	0	0	0.124	0.285	0.900	0.552	0.968
ACVR2B	SMAD7	1852317	1845078	9606.ENSP00000340361	9606.ENSP00000262158	0	0	0	0	0.057	0.378	0.900	0.529	0.968
AKT1	MYOD1	1846136	1843984	9606.ENSP00000270202	9606.ENSP00000250003	0	0	0	0	0.050	0	0.900	0.698	0.968
XRCC6	MSH6	1853821	1843401	9606.ENSP00000352257	9606.ENSP00000234420	0	0	0	0	0.122	0.347	0.900	0.516	0.968
HDAC1	SMAD7	1855935	1845078	9606.ENSP00000362649	9606.ENSP00000262158	0	0	0	0	0.053	0.340	0.900	0.554	0.968
BTRC	GLI2	1855188	1854160	9606.ENSP00000359206	9606.ENSP00000354586	0	0	0	0	0.054	0.578	0.900	0.293	0.968
MAD2L1	ANAPC5	1847745	1845000	9606.ENSP00000296509	9606.ENSP00000261819	0	0	0	0	0.063	0.667	0.900	0.109	0.968
FOXO3	MAPK1	1852227	1842512	9606.ENSP00000339527	9606.ENSP00000215832	0	0	0	0	0.093	0.368	0.800	0.758	0.968
MTOR	PPARGC1A	1854147	1845634	9606.ENSP00000354558	9606.ENSP00000264867	0	0	0	0	0	0	0.900	0.694	0.968
EP300	CDKN1A	1845316	1843736	9606.ENSP00000263253	9606.ENSP00000244741	0	0	0	0	0.050	0.376	0.900	0.530	0.968
MTOR	SREBF1	1854147	1853255	9606.ENSP00000354558	9606.ENSP00000348069	0	0	0	0	0.044	0	0.900	0.697	0.968
IGF1	EGFR	1848439	1846445	9606.ENSP00000302665	9606.ENSP00000275493	0	0	0	0	0.052	0	0.800	0.844	0.968
SRC	PLAUR	1853652	1852201	9606.ENSP00000350941	9606.ENSP00000339328	0	0	0	0	0	0	0.900	0.702	0.968
SERPINC1	FGB	1854649	1848806	9606.ENSP00000356671	9606.ENSP00000306099	0	0	0	0	0.493	0	0.900	0.421	0.968
MAPK3	DUSP16	1845265	1843167	9606.ENSP00000263025	9606.ENSP00000228862	0	0	0	0	0.053	0.498	0.900	0.419	0.968
FZD4	LRP6	1861957	1844891	9606.ENSP00000434034	9606.ENSP00000261349	0	0	0	0	0.054	0	0.900	0.692	0.968
BRCA1	PCNA	1861387	1856984	9606.ENSP00000418960	9606.ENSP00000368438	0	0	0	0	0.232	0.134	0.900	0.575	0.968
SRC	MAPK1	1853652	1842512	9606.ENSP00000350941	9606.ENSP00000215832	0	0	0.335	0.668	0.053	0.509	0.900	0.910	0.968
SMAD4	CCND1	1852473	1843117	9606.ENSP00000341551	9606.ENSP00000227507	0	0	0	0	0.052	0	0.900	0.698	0.968
CYP21A2	HSD3B1	1860743	1855017	9606.ENSP00000408860	9606.ENSP00000358421	0.063	0	0	0	0.053	0.152	0.924	0.539	0.968
EGF	KRAS	1845705	1844404	9606.ENSP00000265171	9606.ENSP00000256078	0	0	0	0	0	0	0.900	0.701	0.968
DVL1	GSK3B	1856946	1850681	9606.ENSP00000368169	9606.ENSP00000324806	0	0	0	0	0.047	0.169	0.900	0.645	0.968
HSD3B1	CYP11B2	1855017	1850775	9606.ENSP00000358421	9606.ENSP00000325822	0.063	0	0	0	0.053	0.152	0.924	0.528	0.968
STAT1	STAT2	1854113	1849817	9606.ENSP00000354394	9606.ENSP00000315768	0	0	0	0.898	0.500	0.360	0.900	0.942	0.968
GDF5	BMPR1A	1856103	1843002	9606.ENSP00000363489	9606.ENSP00000224764	0	0	0	0	0.051	0.528	0.800	0.688	0.968
PDGFB	AKT1	1851250	1846136	9606.ENSP00000330382	9606.ENSP00000270202	0	0	0	0	0	0	0.900	0.698	0.968
XRCC6	ERCC4	1853821	1849305	9606.ENSP00000352257	9606.ENSP00000310520	0	0	0	0	0.072	0.170	0.900	0.641	0.968
LHCGR	POMC	1847515	1845600	9606.ENSP00000294954	9606.ENSP00000264708	0	0	0	0	0.054	0	0.900	0.691	0.968
PTPN11	AKT1	1852389	1846136	9606.ENSP00000340944	9606.ENSP00000270202	0	0	0	0	0.092	0.064	0.900	0.675	0.968
CDH2	PIK3CA	1846066	1845446	9606.ENSP00000269141	9606.ENSP00000263967	0	0	0	0	0.044	0	0.900	0.698	0.968
EP300	NFKB1	1845316	1843094	9606.ENSP00000263253	9606.ENSP00000226574	0	0	0	0	0	0.397	0.900	0.519	0.968
CDC23	PLK1	1858243	1848135	9606.ENSP00000378350	9606.ENSP00000300093	0	0	0	0	0.100	0.293	0.900	0.570	0.968
EP300	MYOD1	1845316	1843984	9606.ENSP00000263253	9606.ENSP00000250003	0	0	0	0	0	0.396	0.900	0.526	0.968
HRAS	IL2	1849235	1843096	9606.ENSP00000309845	9606.ENSP00000226730	0	0	0	0	0	0	0.900	0.702	0.968
STAT1	EGFR	1854113	1846445	9606.ENSP00000354394	9606.ENSP00000275493	0	0	0	0	0	0.358	0.900	0.545	0.968
CDC26	ANAPC11	1856062	1853521	9606.ENSP00000363322	9606.ENSP00000349957	0	0	0	0	0.231	0	0.900	0.629	0.968
STAT3	TIMP1	1845584	1842705	9606.ENSP00000264657	9606.ENSP00000218388	0	0	0	0	0.054	0	0.900	0.689	0.968
PAPPA	IGF1	1851275	1848439	9606.ENSP00000330658	9606.ENSP00000302665	0	0	0	0	0	0	0.900	0.697	0.968
MMP9	HBEGF	1855661	1843270	9606.ENSP00000361405	9606.ENSP00000230990	0	0	0	0	0.054	0	0.900	0.693	0.968
SOCS1	IL2	1851146	1843096	9606.ENSP00000329418	9606.ENSP00000226730	0	0	0	0	0	0	0.900	0.696	0.968
HDAC1	CCND1	1855935	1843117	9606.ENSP00000362649	9606.ENSP00000227507	0	0	0	0	0.055	0.400	0.900	0.507	0.968
CTTN	CDC42	1856519	1849707	9606.ENSP00000365745	9606.ENSP00000314458	0	0	0	0	0.067	0	0.900	0.686	0.968
STAT1	EP300	1854113	1845316	9606.ENSP00000354394	9606.ENSP00000263253	0	0	0	0	0.059	0.410	0.900	0.496	0.968
CDK2	CDK4	1845906	1844551	9606.ENSP00000266970	9606.ENSP00000257904	0	0	0.524	0.922	0.125	0.624	0.900	0.977	0.968
PLAU	EGFR	1855748	1846445	9606.ENSP00000361850	9606.ENSP00000275493	0	0	0	0	0.044	0	0.900	0.697	0.968
F5	F3	1854661	1851684	9606.ENSP00000356771	9606.ENSP00000334145	0	0	0	0	0	0	0.900	0.701	0.968
SHC1	JAK3	1860266	1859586	9606.ENSP00000401303	9606.ENSP00000391676	0	0	0	0	0.049	0.120	0.900	0.666	0.968
ALB	INS	1847637	1844030	9606.ENSP00000295897	9606.ENSP00000250971	0	0	0	0	0	0	0	0.968	0.968
BRCA1	CDK2	1861387	1845906	9606.ENSP00000418960	9606.ENSP00000266970	0	0	0	0	0.118	0.360	0.900	0.501	0.968
FOS	CDKN1B	1848822	1843169	9606.ENSP00000306245	9606.ENSP00000228872	0	0	0	0	0.054	0	0.900	0.690	0.968
FGA	SERPIND1	1848835	1842498	9606.ENSP00000306361	9606.ENSP00000215727	0	0	0	0	0.462	0	0.900	0.467	0.968
SOCS3	INSR	1851244	1848574	9606.ENSP00000330341	9606.ENSP00000303830	0	0	0	0	0	0.411	0.800	0.751	0.968
PAPSS2	NOS3	1860582	1847875	9606.ENSP00000406157	9606.ENSP00000297494	0.339	0	0	0	0.848	0	0.435	0.513	0.968
SMAD5	SMAD4	1862200	1852473	9606.ENSP00000441954	9606.ENSP00000341551	0	0	0	0.718	0.073	0.579	0.900	0.945	0.968
FZD4	DVL1	1861957	1856946	9606.ENSP00000434034	9606.ENSP00000368169	0	0	0	0	0.055	0.183	0.800	0.822	0.968
FOXO1	STAT3	1857055	1845584	9606.ENSP00000368880	9606.ENSP00000264657	0	0	0	0	0	0.061	0.900	0.694	0.968
ADIPOQ	INS	1850277	1844030	9606.ENSP00000320709	9606.ENSP00000250971	0	0	0	0	0	0	0	0.968	0.968
HRAS	PIK3R1	1849235	1846375	9606.ENSP00000309845	9606.ENSP00000274335	0	0	0	0	0	0.422	0.900	0.504	0.968
PTPN11	KRAS	1852389	1844404	9606.ENSP00000340944	9606.ENSP00000256078	0	0	0	0	0.091	0.296	0.900	0.566	0.968
RAD51B	PCNA	1861422	1856984	9606.ENSP00000419471	9606.ENSP00000368438	0.048	0	0	0	0.122	0.295	0.900	0.542	0.968
FOXO4	SIRT1	1856074	1842473	9606.ENSP00000363377	9606.ENSP00000212015	0	0	0	0	0	0.426	0.900	0.493	0.968
PLG	SERPING1	1849130	1846563	9606.ENSP00000308938	9606.ENSP00000278407	0.074	0	0	0	0.063	0.446	0.900	0.444	0.968
GSK3B	PIK3CB	1850681	1847156	9606.ENSP00000324806	9606.ENSP00000289153	0	0	0	0	0.106	0.110	0.800	0.824	0.968
GCG	NPS	1859292	1858560	9606.ENSP00000387662	9606.ENSP00000381105	0	0	0	0	0	0	0.900	0.702	0.968
SMAD5	BMPR2	1862200	1856145	9606.ENSP00000441954	9606.ENSP00000363708	0	0	0	0	0.057	0.073	0.900	0.686	0.968
POLE	WRN	1850463	1847932	9606.ENSP00000322570	9606.ENSP00000298139	0	0	0	0	0.233	0.108	0.900	0.589	0.968
MAPK8	BAD	1853988	1849142	9606.ENSP00000353483	9606.ENSP00000309103	0	0	0	0	0	0.628	0.900	0.211	0.968
BCL2L11	BAD	1858084	1849142	9606.ENSP00000376943	9606.ENSP00000309103	0	0	0	0	0	0.324	0.900	0.576	0.968
STAT5A	STAT3	1852428	1845584	9606.ENSP00000341208	9606.ENSP00000264657	0	0	0	0.768	0.082	0.599	0.900	0.926	0.968
RPA2	PARP1	1856012	1854450	9606.ENSP00000363021	9606.ENSP00000355759	0	0	0	0	0.177	0.523	0.900	0.289	0.968
SRC	PTPN11	1853652	1852389	9606.ENSP00000350941	9606.ENSP00000340944	0	0	0	0.615	0.054	0.527	0.900	0.930	0.968
SMAD4	SMAD3	1852473	1851536	9606.ENSP00000341551	9606.ENSP00000332973	0	0	0	0.772	0.073	0.580	0.900	0.970	0.967
VEGFA	EP300	1855611	1845316	9606.ENSP00000361125	9606.ENSP00000263253	0	0	0	0	0	0.403	0.900	0.504	0.967
RELA	KAT2B	1858923	1845408	9606.ENSP00000384273	9606.ENSP00000263754	0	0	0	0	0	0.493	0.900	0.409	0.967
CASP3	MAPK14	1849375	1843222	9606.ENSP00000311032	9606.ENSP00000229794	0	0	0	0	0.053	0.188	0.900	0.625	0.967
IL4	IFNG	1843288	1843180	9606.ENSP00000231449	9606.ENSP00000229135	0	0	0	0	0	0	0	0.966	0.967
SHC1	PTEN	1860266	1855586	9606.ENSP00000401303	9606.ENSP00000361021	0	0	0	0	0	0	0.900	0.689	0.967
RFC1	LIG1	1857450	1845325	9606.ENSP00000371321	9606.ENSP00000263274	0	0	0	0	0.277	0.294	0.900	0.435	0.967
SMAD4	ACVR1C	1852473	1843668	9606.ENSP00000341551	9606.ENSP00000243349	0	0	0	0	0.063	0.173	0.900	0.627	0.967
TCF7L2	CREBBP	1862284	1845124	9606.ENSP00000444972	9606.ENSP00000262367	0	0	0	0	0.093	0.475	0.900	0.396	0.967
PGR	NCOR1	1850711	1846039	9606.ENSP00000325120	9606.ENSP00000268712	0	0	0	0	0	0.936	0	0.504	0.967
PPARG	IL4	1847090	1843288	9606.ENSP00000287820	9606.ENSP00000231449	0	0	0	0	0.054	0	0.900	0.682	0.967
LHCGR	LHB	1847515	1842832	9606.ENSP00000294954	9606.ENSP00000221421	0	0	0	0	0	0.360	0.900	0.533	0.967
STAT1	IL2	1854113	1843096	9606.ENSP00000354394	9606.ENSP00000226730	0	0	0	0	0	0	0.900	0.690	0.967
STAT1	STAT5A	1854113	1852428	9606.ENSP00000354394	9606.ENSP00000341208	0	0	0	0.752	0	0.595	0.900	0.917	0.967
SRC	AKT1	1853652	1846136	9606.ENSP00000350941	9606.ENSP00000270202	0	0	0.378	0.622	0.054	0.429	0.900	0.961	0.967
MMP9	THBS1	1855661	1844779	9606.ENSP00000361405	9606.ENSP00000260356	0	0	0	0	0.055	0.360	0.800	0.761	0.967
CTNNB1	PIK3CA	1852818	1845446	9606.ENSP00000344456	9606.ENSP00000263967	0	0	0	0	0.064	0.054	0.900	0.677	0.967
CHEK1	RFC3	1859362	1857148	9606.ENSP00000388648	9606.ENSP00000369411	0	0	0	0	0.559	0.137	0.900	0.248	0.967
MAPK3	TGFB1	1845265	1842869	9606.ENSP00000263025	9606.ENSP00000221930	0	0	0	0	0.052	0.100	0.900	0.665	0.967
TIMP3	EGF	1845855	1845705	9606.ENSP00000266085	9606.ENSP00000265171	0	0	0	0	0	0	0.900	0.684	0.967
MDM2	PTEN	1861282	1855586	9606.ENSP00000417281	9606.ENSP00000361021	0	0	0	0	0.091	0	0.900	0.675	0.967
FGFR1	PLCG1	1859710	1843693	9606.ENSP00000393312	9606.ENSP00000244007	0	0	0	0	0.045	0.587	0.900	0.262	0.967
CAV1	TNFRSF1A	1852186	1842286	9606.ENSP00000339191	9606.ENSP00000162749	0	0	0	0	0.056	0.349	0.900	0.537	0.967
CSNK1A1	BTRC	1861538	1855188	9606.ENSP00000421689	9606.ENSP00000359206	0	0	0	0	0.089	0.564	0.900	0.279	0.967
